seed,week,time,true_rt,value,.lower,.upper,.width,.point,.interval
1,0,78,0.8053469999999999,0.918504174226535,0.8629603364628309,0.96940047816397,0.5,median,qi
1,0,79,0.8048609999999999,0.918504174226535,0.8629603364628309,0.96940047816397,0.5,median,qi
1,0,80,0.828865749097414,0.918504174226535,0.8629603364628309,0.96940047816397,0.5,median,qi
1,0,81,0.8536147333203428,0.918504174226535,0.8629603364628309,0.96940047816397,0.5,median,qi
1,0,82,0.8790235563047583,0.918504174226535,0.8629603364628309,0.96940047816397,0.5,median,qi
1,0,83,0.9052186849586088,0.918504174226535,0.8629603364628309,0.96940047816397,0.5,median,qi
1,0,84,0.9321939991440203,0.918504174226535,0.8629603364628309,0.96940047816397,0.5,median,qi
1,1,85,0.959875719118928,1.0612700083722322,0.9966456733758104,1.1290018010747478,0.5,median,qi
1,1,86,0.9886676224761238,1.0612700083722322,0.9966456733758104,1.1290018010747478,0.5,median,qi
1,1,87,1.018231337585944,1.0612700083722322,0.9966456733758104,1.1290018010747478,0.5,median,qi
1,1,88,1.0484664188111288,1.0612700083722322,0.9966456733758104,1.1290018010747478,0.5,median,qi
1,1,89,1.0796107773780943,1.0612700083722322,0.9966456733758104,1.1290018010747478,0.5,median,qi
1,1,90,1.1115543442429814,1.0612700083722322,0.9966456733758104,1.1290018010747478,0.5,median,qi
1,1,91,1.1444808741738868,1.0612700083722322,0.9966456733758104,1.1290018010747478,0.5,median,qi
1,2,92,1.178302082704768,1.3023581629878072,1.2273847014877457,1.3808439274219786,0.5,median,qi
1,2,93,1.2129709449792458,1.3023581629878072,1.2273847014877457,1.3808439274219786,0.5,median,qi
1,2,94,1.248785606550632,1.3023581629878072,1.2273847014877457,1.3808439274219786,0.5,median,qi
1,2,95,1.2855838055322593,1.3023581629878072,1.2273847014877457,1.3808439274219786,0.5,median,qi
1,2,96,1.323405,1.3023581629878072,1.2273847014877457,1.3808439274219786,0.5,median,qi
1,2,97,1.36238373294914,1.3023581629878072,1.2273847014877457,1.3808439274219786,0.5,median,qi
1,2,98,1.4023497674370389,1.3023581629878072,1.2273847014877457,1.3808439274219786,0.5,median,qi
1,3,99,1.4432729629232417,1.6308907911037278,1.5277336739970857,1.7269565699256897,0.5,median,qi
1,3,100,1.485201847375907,1.6308907911037278,1.5277336739970857,1.7269565699256897,0.5,median,qi
1,3,101,1.5282586111913097,1.6308907911037278,1.5277336739970857,1.7269565699256897,0.5,median,qi
1,3,102,1.5727578064485974,1.6308907911037278,1.5277336739970857,1.7269565699256897,0.5,median,qi
